"","com","mSimpson","mFunRao","mFRed","mFRic","mFEve","mFSpe","mFDis","mFDiv","mFOri","mTaxRich","sd.Simpson","sd.FunRao","sd.FRed","sd.FRic","sd.FEve","sd.FSpe","sd.FDis","sd.FDiv","sd.FOri","sd.TaxRich","n.FRic","se.Simpson","se.FunRao","se.FRed","se.FRic","se.FEve","se.FSpe","se.FDis","se.FDiv","se.FOri","se.TaxRich","lower.ci.Simpson","upper.ci.Simpson","lower.ci.FunRao","upper.ci.FunRao","lower.ci.FRed","upper.ci.FRed","lower.ci.FRic","upper.ci.FRic","lower.ci.FEve","upper.ci.FEve","lower.ci.FSpe","upper.ci.FSpe","lower.ci.FDis","upper.ci.FDis","lower.ci.FDiv","upper.ci.FDiv","lower.ci.FOri","upper.ci.FOri","lower.ci.TaxRich","upper.ci.TaxRich"
"1",-270.55,0.752635518032197,0.44170251958247,0.310932998449727,0.653215458,0.584921984,0.598869464621036,0.556868120168061,0.818547418,0.39464740106388,20.046,0.129455244357234,0.0834296493822279,0.0655699820849515,0.144595759174045,0.0885477403201875,0.0863631978527231,0.118489289967186,0.0953738484418475,0.0749257766220618,3.01497332131754,500,0.00578941452853243,0.0037310873471527,0.0029323787445079,0.00646651893542708,0.00395997533219877,0.00386227962305905,0.00529900213944624,0.00426524816783467,0.00335078259587789,0.134833705936287,0.741260885151378,0.764010150913016,0.434371942611177,0.449033096553763,0.305171667744885,0.31669432915457,0.640510498190188,0.665920417809812,0.577141704077243,0.592702263922757,0.591281130329399,0.606457798912673,0.546457014921784,0.567279225414338,0.810167359564799,0.826927476435201,0.388064020014949,0.401230782112812,19.7810882550512,20.3109117449488
"2",-266.95,0.760134789697815,0.446264619679821,0.313870170017994,0.653735774,0.579921648,0.598348383560179,0.560694074411067,0.818069014,0.396438166944249,19.816,0.121691380741206,0.0811023872501446,0.06061404995578,0.145731632774622,0.0914009976908889,0.0830872234917364,0.117954188053368,0.0999096112192905,0.0703666126481868,3.22349590533374,500,0.00544220399226289,0.00362700902057671,0.00271074272185384,0.00651731674712181,0.00408757688096258,0.0037157735957848,0.0052750716543625,0.00446809364583819,0.00314689058455484,0.14415911939037,0.749442331562465,0.770827247833164,0.439138528455716,0.453390710903925,0.308544294120962,0.319196045915026,0.640931010236554,0.666540537763447,0.571890665564051,0.587952630435949,0.591047893966284,0.605648873154073,0.550329986092175,0.571058162729959,0.809290419092336,0.826847608907664,0.390255378522552,0.402620955365947,19.5327663411548,20.0992336588452
"3",-262.45,0.761318030828305,0.446464745755223,0.314853285073081,0.663308956,0.579775428,0.602264814001569,0.560862345380447,0.821249492,0.396940684421122,20.154,0.127147043178108,0.0808857737738577,0.0648094067142629,0.141975885988256,0.0881818834459151,0.0844714693131555,0.113165517380411,0.0942679731402446,0.0791462182007113,2.89327255060843,500,0.00568618863368703,0.00361732177142031,0.00289836477989046,0.00634935464471002,0.00394361371538059,0.00377767895087006,0.00506091579143067,0.00421579192085422,0.00353952648117643,0.129391082011893,0.750146208897,0.77248985275961,0.439357687354254,0.453571804156193,0.309158782604227,0.320547787541936,0.650834192315734,0.675783719684266,0.57202729422669,0.58752356177331,0.594842697137079,0.609686930866059,0.55091901537971,0.570805675381185,0.812966601706809,0.829532382293191,0.389986472713375,0.403894896128869,19.8997815382395,20.4082184617605
"4",-257.1,0.764803930463091,0.447598822822763,0.317205107640328,0.644556926,0.580201206,0.60121346573462,0.561316823396706,0.820943878,0.39542357401112,19.736,0.123520785545546,0.0822420218740482,0.0616514674341412,0.148089160369253,0.0912973459958576,0.0838290878707697,0.118021431251307,0.0978883303721604,0.0693624787033559,2.85141458407236,500,0.00552401746228028,0.00367797503034793,0.00275713744190708,0.00662274858633034,0.00408294143624112,0.00374895077941688,0.0052780788615948,0.00437769921832216,0.0031019843493717,0.127519136840402,0.75395073099862,0.775657129927563,0.44037259718132,0.454825048464207,0.311788078673221,0.322622136607436,0.631545017203315,0.657568834796685,0.572179330958536,0.588223081041464,0.593847791952934,0.608579139516307,0.550946826729379,0.571686820064032,0.812342883680859,0.829544872319141,0.389329014189525,0.401518133832714,19.4854594039363,19.9865405960637
"5",-253.3,0.759975649293266,0.447153047776377,0.312822601516889,0.661642278,0.574652536,0.604012981147897,0.56393382617077,0.822482992,0.395259967711121,20.14,0.125284411205862,0.0781489338511169,0.0658420449824904,0.142970905198643,0.0918982977011514,0.0819274491522189,0.1097958325912,0.0903441413756184,0.069034644212179,3.0467960108717,500,0.00560288919954688,0.00349492656920464,0.00294454576716895,0.00639385325657687,0.00410981681352574,0.00366390691055038,0.00491021890640221,0.00404031282969468,0.00308732314521889,0.136256859877686,0.748967488208469,0.770983810378063,0.440286462826517,0.454019632726237,0.307037365905024,0.318607837128755,0.649080086585141,0.674204469414859,0.566577858114891,0.582727213885109,0.596814395554896,0.611211566740898,0.554286574769178,0.573581077572362,0.814544870634714,0.830421113365286,0.389194213188233,0.401325722234009,19.8722921426746,20.4077078573254
"6",-251.9,0.76064139646533,0.445578964437391,0.315062432027939,0.642410574,0.58778853,0.596073221482845,0.558772615235105,0.815305802,0.39688004989966,19.774,0.123401760682486,0.0815014610765658,0.0626708990651724,0.144184203437264,0.0893676170373978,0.0865097990586035,0.117999374478858,0.0979339169249721,0.0740143609549868,3.04457926910299,500,0.00551869450858401,0.00364485614465509,0.00280272781041507,0.0064481136033476,0.0039966413336558,0.0038688358282977,0.0052770924527436,0.00437973791094109,0.00331002284813113,0.136157724172018,0.749798655164433,0.771484137766228,0.438417808444065,0.452740120430717,0.309555830323878,0.320569033732,0.629741775687075,0.655079372312925,0.57993621130653,0.59564084869347,0.588472006022082,0.603674436943608,0.54840455659424,0.56914067387597,0.806700802201551,0.823910801798449,0.390376750725096,0.403383349074224,19.5064869175092,20.0415130824908
"7",-251.3,0.757877134539371,0.4447212353848,0.313155899154571,0.654613816,0.587817532,0.600364902932748,0.559670295600721,0.817529204,0.396361066967669,19.936,0.121996275907848,0.0794219169130176,0.0627718344850107,0.142753979775282,0.0936612819369729,0.0853916761389269,0.114229567485635,0.0989526887867867,0.0724019969934414,3.17175409641041,500,0.00545583931863537,0.00355185610241695,0.00280724177961699,0.0063841520567232,0.00418865986541689,0.00381883185118574,0.0051085015587656,0.00442529877367272,0.00323791573968141,0.141845155349742,0.747157886677542,0.7685963824012,0.437742799307823,0.451699671461778,0.307640428722549,0.318671369586593,0.642070684817621,0.667156947182379,0.579587948853565,0.596047115146435,0.592861931755484,0.607867874110013,0.549633472444308,0.569707118757134,0.808834689435463,0.826223718564537,0.389999438748375,0.402722695186963,19.6573126543151,20.2146873456849
"8",-250.05,0.763199613234989,0.448563732259891,0.314635880975098,0.657126016,0.580739368,0.597533810924114,0.561132407056117,0.815592684,0.392947366370686,19.898,0.128573922011671,0.0831451759890854,0.0633499514749004,0.142763334821285,0.0947379446096563,0.0820009459123604,0.119757114092698,0.0956564543015432,0.0642358539865776,3.00627200078193,500,0.00575000059503707,0.00371836531025557,0.00283309595738381,0.00638457042709912,0.00423680968391602,0.00366719378558643,0.00535570095800943,0.00427788668609706,0.00287271472213477,0.134444571052054,0.751902418067723,0.774496808402255,0.441258150648403,0.455869313871379,0.309069614080138,0.320202147870059,0.644582062833048,0.669669969166952,0.572415183489989,0.589063552510011,0.590328767511124,0.604738854337103,0.550609903974575,0.571654910137659,0.80718779429651,0.82399757370349,0.387303259324185,0.398591473417187,19.6338527997953,20.1621472002047
"9",-248.15,0.762367991972103,0.445782329136236,0.316585662835867,0.664735764,0.578461398,0.594808071274899,0.556707128486661,0.808141364,0.395635774472902,19.97,0.119963678473873,0.0804551984385449,0.0593650824582141,0.143486909209116,0.0904327324924094,0.0807217841743035,0.117746330183341,0.0983793334600086,0.0709977595466451,3.20462779095437,500,0.00536493879797018,0.00359806585703643,0.00265488719732894,0.00641692965745847,0.00404427474488163,0.00360998793357619,0.00526577596782172,0.00439965754395398,0.00317511633192966,0.143315311663179,0.751827339034881,0.772908644909325,0.438713103396207,0.452851554876264,0.311369527929518,0.321801797742216,0.652128233702091,0.677343294297909,0.570515492543502,0.586407303456498,0.587715421880691,0.601900720669107,0.546361303676325,0.567052953296997,0.799497227513113,0.816785500486887,0.389397530095754,0.401874018850049,19.6884241949968,20.2515758050032
"10",-246.15,0.762040053358328,0.447472347011628,0.314567706346701,0.6569187,0.58344443,0.598657519715578,0.560728611325231,0.815661576,0.397068876488014,20.082,0.1261647330409,0.0823999641006095,0.060389562828614,0.145194864050459,0.0900565092024367,0.0831841291685447,0.117359204942661,0.0973467287902606,0.0730047538856386,3.10782772791105,500,0.00564225838885134,0.0036850384214501,0.00270070335232551,0.00649331172001333,0.00402744952785967,0.00372010734939978,0.00524846320074238,0.00435347805924517,0.0032648718473786,0.138986281239356,0.750954542470205,0.773125564246451,0.440232243718086,0.45471245030517,0.309261555094048,0.319873857599353,0.644161099618845,0.669676300381155,0.575531581541895,0.591357278458105,0.591348515468583,0.605966523962574,0.550416801417215,0.571040421233246,0.807108169703981,0.824214982296019,0.390654286811661,0.403483466164367,19.808929568305,20.355070431695
"11",-244.5,0.76204811184972,0.447416750447469,0.314631361402251,0.651878032,0.584206604,0.600635049670709,0.562188881455662,0.822132524,0.392024323135196,19.934,0.125601209938578,0.0810911813752739,0.0638802839234951,0.144211632918725,0.0918380078351738,0.0832317128034905,0.117376887773899,0.0973735826371435,0.0669287816783204,2.93511051708364,500,0.00561705686957763,0.00362650787861755,0.00285681314549844,0.00644934028705032,0.00410712056875214,0.00372223535424689,0.00524925400099606,0.00435467899978692,0.00299314610967934,0.131262132753472,0.751012115127212,0.773084108572229,0.4402916438317,0.454541857063237,0.309018496650731,0.320244226153772,0.639206823585551,0.664549240414449,0.576137223506243,0.592275984493757,0.593321864470046,0.607948234871371,0.551875517839145,0.572502245072179,0.813576758180802,0.830688289819198,0.386143601001989,0.397905045268404,19.6761054298555,20.1918945701445
"12",-242.85,0.762427985806487,0.448931058660282,0.313496927146204,0.663170726,0.581732216,0.601483620784622,0.567458737035588,0.820328882,0.396408798447678,20.23,0.12086368057878,0.0778121323061835,0.0632130698109961,0.140517676268513,0.0898551675212611,0.083753057341125,0.115036091076145,0.0940893276793195,0.0696669416995273,2.86032566779584,500,0.00540518811569945,0.00347986434621668,0.00282697442327654,0.0062841415235341,0.00401844525414342,0.00374555059076386,0.00514457039024235,0.00420780265296422,0.00311560034849315,0.127917652619579,0.751808253851755,0.773047717761219,0.44209406690262,0.455768050417944,0.307942687409222,0.319051166883186,0.650824088451586,0.675517363548414,0.573837058503109,0.589627373496891,0.594124627453517,0.608842614115727,0.557351048385874,0.577566425685303,0.812061688456245,0.828596075543755,0.390287486872422,0.402530110022934,19.9786764282722,20.4813235717278
"13",-238.5,0.764839199480347,0.447327880989763,0.317511318490584,0.648097576,0.576039218,0.598909540550647,0.561267975166033,0.818112316,0.392963034761626,19.788,0.12600140553346,0.0819007972336971,0.0628634212056291,0.143118199812978,0.0896784713913024,0.0822906974169092,0.115798981292877,0.0943817107686196,0.0683449210789792,2.91204670842762,500,0.00563495416066671,0.00366271500051947,0.00281133766227977,0.00640044047198435,0.00401054316298444,0.00368015186680151,0.00517868787792199,0.00422087842222715,0.00305647778898911,0.130230687873973,0.753768039424017,0.775910359536677,0.440131637177431,0.454524124802096,0.311987800757512,0.323034836223655,0.635522442489425,0.660672709510575,0.56815958597386,0.58391885002614,0.591679038014644,0.60614004308665,0.551093254885528,0.571442695446538,0.809819432108065,0.826405199891935,0.386957883016698,0.398968186506554,19.5321319399255,20.0438680600745
"14",-233.25,0.766375497462005,0.448806794123006,0.317568703339,0.656813,0.578899178,0.59661528301881,0.561640955732174,0.814269002,0.394761279001043,19.94,0.123060313525769,0.0823599364172643,0.0616450585533374,0.144967684317702,0.0903417176018301,0.0879326954704537,0.119540811340685,0.0969853157975717,0.0735526527056473,3.12536971760838,500,0.00550342452752111,0.00368324832903127,0.00275685082804435,0.00648315193350223,0.00404020443523563,0.00393246969033445,0.00534602760486498,0.00433731517885309,0.00328937462750522,0.139770782867833,0.755562757541702,0.777188237382309,0.441570207876652,0.45604338036936,0.312152237490572,0.322985169187427,0.644075360850009,0.66955063914999,0.570961269600494,0.586837086399506,0.588889044239042,0.604341521798578,0.551137458171865,0.572144453292484,0.80574735139013,0.82279065260987,0.388298547992415,0.401224010009672,19.6653882348982,20.2146117651018
"15",-229.75,0.759424220941326,0.445110958668298,0.314313262273028,0.653727636,0.590150156,0.601989629298204,0.561758213169134,0.826033682,0.396901294612178,19.896,0.122557765658046,0.0818406614975119,0.0629141208778969,0.145245400197005,0.092229946830606,0.0853307379693949,0.119583735034319,0.0925994708764693,0.0707456658453675,3.09650782680149,500,0.00548094990363759,0.00366002564863973,0.00281360502055232,0.00649557176519331,0.00412464861348853,0.00381610661339579,0.00534794721080122,0.00414117423120595,0.00316384235887454,0.138480039871766,0.748655637575118,0.770192804307533,0.437919998704646,0.452301918631949,0.308785289794518,0.319841234751538,0.640965595241655,0.666489676758345,0.582046337641582,0.598253974358418,0.594492012475722,0.609487246120685,0.551250944102622,0.572265482235646,0.817897395274749,0.834169968725251,0.390685200541246,0.403117388683111,19.6239241955988,20.1680758044012
"16",-224.75,0.755074613560633,0.444382661519981,0.310691952040651,0.658776452,0.584289414,0.598382986786586,0.557739528128915,0.814709402,0.398532858287293,20.132,0.132602423368576,0.0851724640706343,0.0652544308976382,0.13693531224851,0.0879712368171147,0.0853919197007184,0.119982601595916,0.0960552828672834,0.0777836173831204,3.11286940166523,500,0.00593016065266683,0.00380902838946193,0.00291826686640363,0.00612393333415655,0.00393419331175601,0.0038188427436002,0.00536578506571485,0.00429572284178433,0.00347858912008983,0.139211751744051,0.743423452633059,0.766725774488206,0.436898951492099,0.451866371547863,0.304958347357483,0.31642555672382,0.646744580189933,0.670808323810067,0.576559788770566,0.592019039229434,0.590879994208675,0.605885979364497,0.547197212504583,0.568281843753248,0.806269469077209,0.823149334922791,0.391698372003882,0.405367344570703,19.8584865797776,20.4055134202224
"17",-218.55,0.765275853345546,0.451386519562952,0.313889333782594,0.672081304,0.576456132,0.606766224075518,0.569941199123867,0.825425892,0.399154796996339,20.326,0.122227963958062,0.0834488563642494,0.0606405302683636,0.142146573488595,0.0921090614076453,0.0848305919857705,0.123390750188534,0.0922581860320926,0.0665002953437409,2.91903503423,500,0.00546620072323244,0.00373194630950155,0.00271192695743389,0.00635698802178338,0.00411924245302395,0.00379373940503463,0.00551820210432515,0.00412591150897161,0.00297398361824835,0.130543215304834,0.754536248127573,0.776015458563519,0.444054254963086,0.458718784162818,0.308561131183112,0.319217536382076,0.659591542795446,0.684571065204554,0.56836293528394,0.58454932871606,0.599312552764699,0.614219895386338,0.55909942526409,0.580782972983645,0.817319592393709,0.833532191606291,0.39331172397325,0.404997870019427,20.0695179080966,20.5824820919034
"18",-213.8,0.754799585432947,0.442511586911317,0.31228799852163,0.664930872,0.577459024,0.593304324173389,0.554069431523944,0.80656551,0.392147618065417,19.898,0.128498664371819,0.0840424190601329,0.0626937920697804,0.14263793946746,0.0859373734396324,0.0814601004524742,0.117940687105256,0.101754833070712,0.070791996037189,2.88309216656037,500,0.00574663497106633,0.00375849124023962,0.00280375161670532,0.00637896257639479,0.00384323617637606,0.00364300644131388,0.00527446787360772,0.0045506144757051,0.00316591430804101,0.128935801396523,0.743509002806015,0.766090168059879,0.435127168705849,0.449896005116786,0.306779385315259,0.317796611728,0.652397936742147,0.677463807257853,0.569908104927767,0.585009943072233,0.586146802346583,0.600461846000196,0.543706529470846,0.564432333577041,0.797624783992528,0.815506236007472,0.385927453175061,0.398367782955774,19.6446760414457,20.1513239585543
"19",-210.25,0.757838523159704,0.446225710232583,0.311612812927121,0.658662592,0.591044504,0.599377098653057,0.56258083359807,0.82030667,0.401551024770189,19.946,0.127430526508054,0.0844018599679834,0.0633485919340499,0.142580972706267,0.0877459870281774,0.0913695387661559,0.123815596116548,0.0925941603632532,0.0820774392087315,3.0168338656854,500,0.00569886639361195,0.00377456592631658,0.00283303515686861,0.0063764149453851,0.00392411983495639,0.00408616999507854,0.00553720179182522,0.00414093673783502,0.0036706146697966,0.13491691200992,0.746641792860862,0.769035253458545,0.438809709618928,0.453641710846238,0.30604666548872,0.317178960365522,0.646134662147669,0.671190521852331,0.583334670426503,0.598754337573496,0.591348880367154,0.60740531693896,0.551701730493841,0.573459936702299,0.812170849884955,0.828442490115045,0.394339260245449,0.408762789294929,19.6809247776328,20.2110752223672
"20",-204.9,0.761787185108817,0.446718844726161,0.315068340382657,0.657666662,0.578262192,0.596445789044571,0.561155212671613,0.815096332,0.397781041203246,19.882,0.128102779195796,0.0841269578563025,0.0642371041857741,0.145048855143115,0.0969300335800974,0.084320334544284,0.121959923275151,0.0942521967601286,0.0725445319059736,3.04213496911966,500,0.00572893044776893,0.00376227193013905,0.00287277063274254,0.00648678200317051,0.0043348428829287,0.00377091999853086,0.00545421357947793,0.00421508637968666,0.00324429009475319,0.136048411753616,0.750531387079161,0.773042983138473,0.439326998488128,0.454110690964193,0.309424123486941,0.320712557278372,0.644921890745441,0.670411433254559,0.569745398782596,0.586778985217404,0.589036951692394,0.603854626396748,0.550439158947289,0.571871266395938,0.806814827904278,0.823377836095722,0.391406889101195,0.404155193305298,19.6147016868305,20.1492983131695
"21",-199.8,0.756425315762556,0.444998481232164,0.311426834530392,0.654955272,0.577831168,0.603728663751144,0.561454341766777,0.820654764,0.394904407683885,19.904,0.116801751833953,0.077568230344874,0.0606541875849488,0.142206427316131,0.0890410287580977,0.082481040029354,0.115363937697241,0.0947474811707663,0.070895988111381,2.98002434389056,500,0.00522353313983558,0.00346895671891,0.00271253773119939,0.00635966476632504,0.0039820358617924,0.00368866424721034,0.00515923213686164,0.0042372361718943,0.0031705649749813,0.13327074015087,0.746162486677923,0.766688144847189,0.438182920010457,0.45181404245387,0.306097431925742,0.316756237135043,0.642460251716772,0.667450292283228,0.57000754510637,0.58565479089363,0.596481436691164,0.610975890811124,0.551317846752557,0.571590836780998,0.812329741556523,0.828979786443477,0.388675105491503,0.401133709876267,19.6421590598669,20.1658409401331
"22",-196.7,0.767807611830964,0.448960241263211,0.318847370567753,0.650065038,0.575572486,0.597252016883974,0.563082757547523,0.81482125,0.394260425887822,19.84,0.11429959586358,0.0778463623998824,0.0612134213133816,0.147824786730224,0.0896919694560646,0.0831290650683032,0.117907387435462,0.097582545086191,0.0651340008656182,2.9454628673616,500,0.00511163332303439,0.00348139516254441,0.00273754742384111,0.0066109254377638,0.0040111468147919,0.00371764480797458,0.00527297866710197,0.00436402408460322,0.00291288107164105,0.13172510393244,0.757764635605246,0.777850588056682,0.442120241865717,0.455800240660704,0.31346883068491,0.324225910450597,0.637076358490797,0.663053717509203,0.567691667961412,0.583453304038588,0.589947850864493,0.604556182903454,0.552722781382216,0.573442733712829,0.806247123618002,0.823395376381998,0.388537402833917,0.399983448941727,19.581195816773,20.098804183227
"23",-192.95,0.767133116675298,0.449809929606076,0.317323187069221,0.661060974,0.583796306,0.601988484285655,0.564457786682376,0.822368142,0.402462923401075,20.272,0.11763887538292,0.0794111644968545,0.0597641382065524,0.144008443044488,0.0890134181811087,0.0830324246281121,0.115152135745127,0.0939959378116097,0.0803349543488729,2.82027017281951,500,0.00526097044305671,0.00355137523974769,0.00267273351293087,0.00644025335962763,0.00398080107925149,0.00371332291610173,0.00514976006560774,0.00420362613111204,0.00359268837786844,0.12612631642679,0.756796733420707,0.777469499929889,0.442832438294118,0.456787420918035,0.312071988982088,0.322574385156354,0.648407618938932,0.673714329061068,0.575975109119919,0.591617502880081,0.594692809614162,0.609284158957148,0.554339901724942,0.57457567163981,0.81410915419148,0.83062712980852,0.395404262952417,0.409521583849733,20.0241959191393,20.5198040808607
"24",-188.75,0.760821514203647,0.44661904690249,0.314202467301157,0.661548764,0.589984036,0.596715690670012,0.560010350510036,0.816230538,0.39626269798731,20.284,0.126508135214355,0.0818526760586527,0.0620877946912925,0.143733937055517,0.0842426584888514,0.080975864686498,0.114572457972086,0.0920517197375358,0.0670050304803873,2.9854933161341,500,0.00565761580092066,0.00366056295614834,0.00277665059005561,0.00642797707859623,0.00376744621972743,0.00362135075951668,0.00512383608749642,0.00411667805557778,0.00299655605977183,0.133515320024942,0.749705830156661,0.771937198250632,0.439427031274984,0.453811062529995,0.308747100278371,0.319657834323943,0.648919528509087,0.674177999490913,0.582582023683136,0.597386048316864,0.589600716397714,0.60383066494231,0.549943399154329,0.570077301865744,0.808142379630972,0.824318696369028,0.390375276224934,0.402150119749686,20.0216785265999,20.5463214734001
"25",-184.7,0.759566836901306,0.443724909776976,0.31584192712433,0.658227632,0.5869998,0.593231504005913,0.553961595536699,0.809954486,0.390025928025866,20.19,0.127459069318319,0.082832977141036,0.0640045070091131,0.142609459353968,0.0873217185192912,0.0827574782368191,0.119260728480045,0.101293105561842,0.0628545734811622,3.05754757843419,500,0.00570014286689236,0.00370440335332085,0.00286236857077477,0.00637768890699931,0.00390514597042475,0.00370102693967974,0.00533350191855054,0.00452996539376683,0.00281094198001269,0.136737684596374,0.748367598677894,0.770766075124718,0.436446759632633,0.451003059921319,0.310218147465489,0.321465706783171,0.645697199157842,0.670758064842158,0.579327244935809,0.594672355064191,0.585959987600687,0.600503020411139,0.543482707560434,0.564440483512965,0.801054329850709,0.818854642149291,0.384503187701374,0.395548668350358,19.9213474522179,20.4586525477821
"26",-180.55,0.763815864239716,0.448631511139457,0.315184353100259,0.659195118,0.58227555,0.600268454111277,0.564562144576345,0.816172878,0.397941596202392,19.986,0.116657946212019,0.0760103358587673,0.0621496798600854,0.144950787600206,0.0922536271940155,0.0848868811062903,0.112030906653714,0.0941982414456981,0.0704015469049804,3.00130299024916,500,0.00521710195691177,0.00339928555945587,0.00277941817894001,0.00648239628932387,0.00412570763153484,0.00379625673103215,0.00501017445717274,0.00421267342467038,0.00314845289201352,0.13422235014541,0.753565670689192,0.77406605779024,0.441952834892434,0.45531018738648,0.30972354851425,0.320645157686268,0.646458963486336,0.671931272513664,0.574169650957701,0.590381449042299,0.592809836936084,0.607727071286471,0.554718507566362,0.574405781586328,0.807896114707917,0.824449641292083,0.391755738269313,0.404127454135471,19.7222894037419,20.2497105962581
